,Title,Author,Age,Favorite,PublicDay,HashTag
524,뜨거운 홍차,에리카,ALL,63961,FRIDAY,"로맨스,학원로맨스,소설원작"
525,크림슨 하트,HYBE,RATE_12,16286,FRIDAY,"판타지,세계관,이세계,걸크러시"
526,기억해줘,BD,RATE_12,28869,FRIDAY,"로맨스,2021지상최대공모전,현실로맨스,재회,연상연하"
527,지옥 키우기,양세하,RATE_15,44331,FRIDAY,"스릴러,2021지상최대공모전,서스펜스,다크판타지"
528,여름의 너에게,라라뮤,ALL,79252,FRIDAY,"로맨스,힐링,학원로맨스,삼각관계"
529,세라는 망돌,햇살,ALL,19171,FRIDAY,로맨스
530,화산귀환,LICO,RATE_15,1135730,WEDNESDAY,"무협/사극,세계관,동양풍판타지,회귀,힘숨찐,이세계,먼치킨,소설원작"
531,무직백수 계백순,지발,RATE_15,129590,WEDNESDAY,"개그,요즘핫한추천작"
532,전지적 독자 시점,UMI,RATE_15,1014285,WEDNESDAY,"판타지,세계관,레드아이스스튜디오,아포칼립스,게임판타지,헌터물,이능력배틀물,먼치킨,구원서사,소설원작"
533,성스러운 작가생활,이작가야,RATE_18,175015,WEDNESDAY,"로맨스,요즘핫한추천작,로맨스코미디,직업드라마,전남친,까칠남,성인웹툰"
534,헬퍼 2 : 킬베로스,삭,RATE_18,389450,WEDNESDAY,"액션,성인웹툰"
535,백XX,병장,RATE_15,269379,WEDNESDAY,"액션,지금추천작,범죄"
536,캐슬2:만인지상,정연,RATE_15,212923,WEDNESDAY,"액션,요즘핫한추천작,지금추천작,범죄,사이다,복수극,먼치킨,느와르"
537,66666년 만에 환생한 흑마법사,팀 더 지크,RATE_12,343001,WEDNESDAY,"판타지,회귀,먼치킨,소설원작"
538,일렉시드,손제호,RATE_12,487579,WEDNESDAY,"액션,세계관,학원물,이능력배틀물,성장드라마,동물"
539,마님이네 미국 시골집 이야기,마님,ALL,28977,WEDNESDAY,"일상,러블리,힐링,동물"
540,미래의 골동품 가게,구아진,RATE_15,256468,WEDNESDAY,"스릴러,오컬트"
541,칼에 취한 밤을 걷다,JP,RATE_15,122161,WEDNESDAY,"무협/사극,세계관,사이다,판무,소설원작"
542,튜토리얼 탑의 고인물,토프,RATE_15,342228,WEDNESDAY,"액션,고인물,아포칼립스,사이다,게임판타지,헌터물,먼치킨,소설원작"
543,왕따가 격투기를 너무 잘함,팀꿀빨,RATE_15,83763,WEDNESDAY,"액션,지금추천작,소설원작"
544,나쁜사람,둠스,RATE_12,393867,WEDNESDAY,"액션,학원물"
545,마른 가지에 바람처럼,화음,RATE_12,460081,WEDNESDAY,"로맨스,이세계,구원서사,소설원작"
546,황후를 훔친 이는 누구인가,핀쿠,RATE_15,155578,WEDNESDAY,"로맨스,로판,소설원작"
547,망치하르방,상상어,RATE_12,42491,WEDNESDAY,"판타지,힘숨찐,먼치킨"
548,에브리띵 이즈 파인,마이크 버첼,RATE_15,104106,WEDNESDAY,"스릴러,해외작품"
549,내가 죽기로 결심한 것은,YUJU,RATE_15,614606,WEDNESDAY,"로맨스,폭스남,집착물,청춘로맨스,재회"
550,쓰레기는 쓰레기통에!,EDDiERiNG,RATE_15,263855,WEDNESDAY,"로맨스,계략여주,2021지상최대공모전,현실로맨스,서스펜스"
551,베이비 폭군,아원,ALL,169312,WEDNESDAY,"로맨스,육아물,소설원작"
552,사상최강,이단아,ALL,129149,WEDNESDAY,"무협/사극,사이다,먼치킨,소설원작"
553,빌드업,911,RATE_12,268080,WEDNESDAY,"스포츠,2019지상최대공모전,축구,스포츠성장,소년왕도물"
554,중간에서 만나,조흰,RATE_15,199409,WEDNESDAY,"로맨스,폭스남,로맨스코미디,연상연하"
555,흔한 빙의물인 줄 알았다,DOYOSAY,ALL,120377,WEDNESDAY,"로맨스,로판,소설원작"
556,악의 등교,팀 더 지크,RATE_15,81525,WEDNESDAY,"액션,학원물,소설원작"
557,닥터앤닥터 병원일기,닥터베르,ALL,35833,WEDNESDAY,"일상,육아물,의학드라마"
558,"안녕, 나의 수집",하린,ALL,69832,WEDNESDAY,"일상,무해한"
559,헤어지면 죽음,봄소희,RATE_15,225146,WEDNESDAY,"로맨스,레드스트링,인플루언서"
560,어린 상사,LICO,RATE_15,36400,WEDNESDAY,"로맨스,현실로맨스,오피스로맨스,소설원작"
561,칼부림,고일권,RATE_12,71807,WEDNESDAY,"무협/사극,역사물,판무"
562,급식아빠,김재한,RATE_15,370104,WEDNESDAY,"액션,학원물"
563,인과관계,강환영,RATE_12,290675,WEDNESDAY,"로맨스,힐링,학원로맨스,청춘로맨스,삼각관계"
564,판타지 여동생!,유누,ALL,123016,WEDNESDAY,"판타지,게임판타지"
565,좀간,옹구,RATE_15,164444,WEDNESDAY,액션
566,언덕 위의 제임스,쿠당탕,ALL,153796,WEDNESDAY,"개그,4차원"
567,결혼 시뮬레이션,김래잇,RATE_15,22744,WEDNESDAY,드라마
568,하렘의 남자들,히어리,RATE_12,340492,WEDNESDAY,"로맨스,궁중로맨스,이세계,역하렘,로판,소설원작"
569,옆집남자 친구,꿀삼,ALL,144209,WEDNESDAY,"로맨스,현실로맨스,캠퍼스로맨스,청춘로맨스,까칠남"
570,괴물공작의 딸,한바다,ALL,186692,WEDNESDAY,"판타지,힐링,육아물"
571,용한소녀,올소,ALL,118568,WEDNESDAY,"로맨스,학원로맨스,동물"
572,남사친의 법칙,이도윤,ALL,138784,WEDNESDAY,"로맨스,짝사랑,현실로맨스,학원로맨스,하이틴,청춘로맨스"
573,사내고충처리반,정주행,RATE_12,28338,WEDNESDAY,"드라마,범죄,직업드라마,복수극"
574,귀비나리,신희빈,RATE_15,34253,WEDNESDAY,"스릴러,복수극"
575,행성인간2: 행성의,조석,RATE_15,50870,WEDNESDAY,스릴러
576,두 번 사는 프로듀서,여로운,RATE_12,59752,WEDNESDAY,"판타지,직업드라마,회귀,연예계,소설원작"
577,메모리얼,상C,RATE_15,59121,WEDNESDAY,스릴러
578,겨울 정원의 하와르,단청,ALL,88133,WEDNESDAY,"로맨스,소설원작"
579,수요웹툰의 나강림,이경민,RATE_15,131762,WEDNESDAY,판타지
580,강아지는 멍멍하고 짖지 않아!,얄라리,ALL,21689,WEDNESDAY,"일상,무해한,힐링"
581,두꺼비집,허만강,RATE_15,19778,WEDNESDAY,스릴러
582,말숙이를 부탁해,임규현,ALL,44377,WEDNESDAY,"개그,2022지상최대공모전,육아물"
583,누가 나를 죽였을까,후,RATE_18,34120,WEDNESDAY,"스릴러,서스펜스,성인웹툰"
584,주부 육성중,임현,ALL,59445,WEDNESDAY,드라마
585,반귀,세정,RATE_12,114277,WEDNESDAY,"로맨스,오컬트,인외존재"
586,나를 낳아줘,미티,RATE_15,50930,WEDNESDAY,"드라마,현실로맨스"
587,이십팔세기 광팬,컷부,RATE_12,42274,WEDNESDAY,"개그,차원이동,4차원"
588,격기3반,이학,RATE_15,280047,WEDNESDAY,"스포츠,환골탈태,격투기"
589,운명을 보는 회사원,영완(映完),ALL,138339,WEDNESDAY,"판타지,직업드라마,소설원작"
590,내겐 너무 소란한 결혼,이지이,RATE_15,64473,WEDNESDAY,"로맨스,로맨스코미디,현실로맨스,선결혼후연애,소설원작"
591,케찰코아틀 - 헤수스,d몬,RATE_18,12715,WEDNESDAY,"드라마,느와르,성인웹툰"
592,로어 올림푸스,레이첼스마이스,RATE_15,91054,WEDNESDAY,"로맨스,해외작품,역사물,세계관,인외존재,구원서사"
593,범상찮은 밤,어사화,RATE_15,28723,WEDNESDAY,"드라마,2022지상최대공모전,사이다,서스펜스,복수극"
594,그 남자의 은밀한 하루,탄단,RATE_12,70293,WEDNESDAY,"로맨스,2030연애,계약연애,현실로맨스,오피스로맨스,사내연애,소설원작"
595,미시령,모코넛,RATE_15,152928,WEDNESDAY,"스릴러,최강자전,2016최강자전"
596,더 베이비시터,김도연,RATE_15,16790,WEDNESDAY,스릴러
597,사생돌,령,RATE_15,39430,WEDNESDAY,"로맨스,아이돌,로맨스코미디,혐관로맨스,연예계,성장드라마,까칠남"
598,어느 백작 영애의 이중생활,Jeu,ALL,53533,WEDNESDAY,"로맨스,성별반전,로맨스코미디,로판,소설원작"
599,멸종위기종인간,사하라,RATE_15,29593,WEDNESDAY,"판타지,2021지상최대공모전,아포칼립스,이능력배틀물"
600,나랑 해요,통조림,RATE_12,29025,WEDNESDAY,"로맨스,재벌,다정남,짝사랑,고자극로맨스,2030연애,직진남,소설원작"
601,하얀 사자의 비밀 신부,봉비,ALL,65241,WEDNESDAY,"로맨스,계략여주,회귀,로판,소설원작"
602,두 마리를 위한 뜰,솜마르,RATE_15,25670,WEDNESDAY,"드라마,2022지상최대공모전,힐링,혐관로맨스,동양풍판타지,인외존재,성장드라마,동물"
603,"이혼은 쉬운데, 연애는 어렵다",수빙,RATE_12,36111,WEDNESDAY,"로맨스,러블리,다정남,짝사랑,2030연애,로맨스코미디,직업드라마,직진남,오피스로맨스,사내연애,소설원작"
604,히어로 더 맥시멈,박재이,RATE_12,22157,WEDNESDAY,"액션,2021지상최대공모전,히어로"
605,줄리에게,제야,ALL,27856,WEDNESDAY,로맨스
606,나의 계절,박수민,RATE_15,36271,WEDNESDAY,로맨스
607,굿헌팅,HB,RATE_15,18863,WEDNESDAY,스릴러
608,연애고수,햇님,RATE_15,39690,WEDNESDAY,"로맨스,전남친,직진남,인플루언서,삼각관계"
609,우리의 연애일지,오늘,ALL,11240,WEDNESDAY,로맨스
610,솔그린,래드,RATE_15,12787,WEDNESDAY,"드라마,학원물,성장드라마"
611,이런 미친 엔딩,LEE세,ALL,42746,WEDNESDAY,로맨스
612,영웅&마왕&악당,모모,RATE_12,72715,WEDNESDAY,"판타지,까칠남,소설원작"
613,넷시의 비밀,비온후,ALL,34538,WEDNESDAY,"로맨스,세계관,로맨스코미디,구원서사"
614,킬링대디,또이,RATE_15,9134,WEDNESDAY,드라마
615,낙원의 이론,무멘,ALL,35594,WEDNESDAY,"판타지,소설원작"
616,아이돌의 비밀 스터디,우아람,RATE_12,11595,WEDNESDAY,"드라마,아이돌,2020지상최대공모전,연예계,성장드라마"
617,산의 시간,지님,ALL,12404,WEDNESDAY,드라마
618,수플레 팬 케이크,호박,RATE_12,18950,WEDNESDAY,"판타지,이세계,음식&요리,성장드라마"
